Label,Description
2,The Nets took a big step back toward viability today with the completion of a blockbuster deal for Toronto Raptors' swingman Vince Carter.
3,"AMR Corp., the owner of American Airlines, said Friday that it received a \$850 million, revolving credit line, replacing a \$834 million line that was set to expire next year."
4,"In a move likely to have major ramifications for the library world, Google announced December 14 that it would embark on an ambitious project to digitally scan books from the collections of five major research libraries and make them searchable online."
2,"JONKOPING, Sweden (CP) - Ray Whitney scored and assisted on Alexandre Daigle #39"
2,"LYON, Dec 17 (SW) - Despite having won the last three Ligue 1 titles, Lyon today won their first-ever winter championship in France after playing to a 1-1 draw with Marseille at the Stade Gerland."
3,"One doesn't have to get past the first page of this book before corporate consultants and coaches Rick Brandon and Marty Seldman spell out one of the major problems many corporations face today: ''For most people, the words integrity and politics don't mix."""
1,Japan and the United States signed an agreement Friday on the details of their joint development of a ballistic missile defense system.
4,Reuters - The Bush administration created on\Friday a cabinet-level committee to address rising pollution\and overfishing in U.S. territorial ocean waters.
1,AP - Ousted Alabama Supreme Court Chief Justice Roy Moore said Friday he is considering running for governor in 2006.
1," JERUSALEM (Reuters) - Israel's opposition Labour party is  likely to join Prime Minister Ariel Sharon's coalition next  week, a move that could promote a Gaza pullout plan and also  avoid early elections, his spokesman said on Friday."
1,"AP - The CIA once maintained a facility to hold high-value terrorism suspects at the Defense Department's prison in Guantanamo Bay, Cuba, but the location is not currently in use, according to officials with knowledge of the highly classified operations."
3,"Bruce Wasserstein, head of Lazard LLC, filed today to sell \$850 million of shares of the largest closely held investment banking partnership, moving toward a resolution of a feud between two powers of the financial world."
2,"AP - Edgar Renteria's first choice was to remain in St. Louis, but the Boston Red Sox gave him an offer too good to turn down."
2,"JONKOPING, Sweden (CP) - The Worldstars had no intention of being blown out of the rink two games in a row in Sweden. The travelling band of locked out NHL players turned in a solid defensive game and got "
2,"Lyon, France (Sports Network) - Lyon will head into the winter break on top of the Ligue 1 table and unbeaten after a 1-1 draw against Marseille Friday at the Stade Gerland."
1,It is a high tribute to the legal systems of the United States and Britain that they have not blindly followed their governments in accepting the threat of terror as a reason to subvert fundamental democratic values.
1,"ISRAELS opposition Labour Party last night clinched a deal with Ariel Sharons Likud Party to join his coalition, a move that could ease the planned withdrawal from Gaza."
3, DETROIT (Reuters) - DaimlerChrysler AG &lt
3,"Overindulge this holiday season? To make up for it, many people will shop for high-tech treadmills or mail-order machines that will shrink their thighs while they make low, low monthly payments."
1,"Reuters - The U.S. government said on Friday\it had asked an immigration judge to deport John Demjanjuk, a\Ukrainian immigrant and retired auto-worker who is accused of\working as a guard at several Nazi camps."
4,"After years of taking a back seat to easier-to-crawl HTML pages, multimedia files are beginning to gain respect among search engines."
2,AP - Two prominent politicians who will have a significant say in whether the Expos move to the nation's capital plan to meet Monday to try to save the suddenly wobbly deal.
1,"AP - Russia is vowing to proceed with an auction of oil giant Yukos' key production subsidiary, saying a U.S. court ban is irrelevant. But the expected winner of Sunday's auction, the state-run Russian gas company Gazprom, may not be able to pay after a consortium of Western banks reportedly put on hold billions of dollars in credit it needs to fund its bid."
2,"With the first day of the opening battle between South Africa done and dusted, we look at some crucial moments of the first day #39"
2,"After finishing at the bottom of the AL West and winding up last in the league in runs and homers, the Mariners reached agreement with Beltre on a \$64 million, five-year deal Thursday, The Associated Press learned."
1,WASHINGTON - UN Secretary General Kofi Annan said Thursday that the world body is doing its job in Iraq in preparation for the Jan 30 elections.
1,"AP - Princess Sayako, the only daughter of Japan's Emperor Akihito and Empress Michiko, on Saturday postponed the announcement of her engagement due to the death of her great-aunt, an official said."
1,Canadian Press - EDMONTON (CP) - A 14-year-old boy with fetal alcohol syndrome who disappeared when he was allowed to go unsupervised to West Edmonton Mall was found Friday.
2,"AP - New Mississippi coach Ed Orgeron was charged with repeated domestic violence more than a decade ago when he was an assistant at Miami, according to records obtained Friday by The Associated Press."
1,AP - The Senate's top two Republicans voiced support for Donald Rumsfeld on Friday as allies of the defense secretary sought to outflank increasingly vocal GOP critics in and out of Congress.
1,The US cancels all the debt owed to it by Iraq and calls on other countries to do the same.
1,"The United States bans Hezbollah's al-Manar television station, saying it incites violence in the Middle East."
3,Symantec moved a step closer to joining the ranks of the leading broad-based corporate software sellers yesterday as it announced a \$12.5bn all-stock agreement to buy storage and data back-up company Veritas.
3,"The lavish apartment is, says Kirk Henckels - who finds the super-rich their homes in Manhattan -  quot"
3,The nation #39
4,A corporate holiday shopping spree on steroids this week yielded three merger deals worth about \$60 billion--including one that ranks as the largest software merger in history.
2,"The deal, thought to be worth 2 million, could prove more lucrative if Coulthard hits performance targets. That, however, is a big  quot"
2,"As if things werent going bad enough for Eli Manning, he got to hear all last week about how well fellow rookie Ben Roethlisberger was faring for the Steelers."
1,Authorities said they would kill the shark that tore apart a young surfer near an Australian beach as his friends tried to save him by beating the fish with oars.
