"Label;Description";;;;;;;;;
"1,""Annan Seeks EU Support for U.N. Reforms (AP)"",""AP - U.N. Secretary-General Kofi Annan sought European support Friday for his plan to give regional heavyweights such as Brazil and Japan more clout at the United Nations.""";;;;;;;;;
"2,""If Nats Move, Problems Await"",""If MLB and the DC Council fail to reach an agreement to keep the Nationals in Washington, baseball would be faced with the difficult question of what to do with the league-owned franchise next season.""";;;;;;;;;
"2,""Knicks 113 76ers 107, overtime"",""PHILADELPHIA Allan Houston and Kurt Thomas provided the big baskets in New York #39";;;;;;;;;
"2,""England restrict South Africa to 273/7"",""Matthew Hoggard and Andrew Flintoff claimed three wickets each as England restricted South Africa to 273 for seven on day one of the First Test in Port Elizabeth on Friday.""";;;;;;;;;
"2,""Timberwolves Crush the Clippers 113-86"",""Los Angeles Clippers center Chris Kaman, right, drives against Minnesota Timberwolves forward Mark Madsen in the second quarter, Friday, Dec. 17, 2004, in Minneapolis.""";;;;;;;;;
"2,""Marlins Make Move"",""Free-agent reliever Antonio Alfonseca signed a one-year contract Friday to rejoin his former team, the Florida Marlins.""";;;;;;;;;
"3,""Security, Storage To Merge"",""When solution providers look back on Symantec #39";;;;;;;;;
"3,""Japan #39";;;;;;;;;
"3,""Pension Agency Wary of UAL Deal"",""United Airlines parent UAL Corp. and leaders of its pilots union have agreed on a deal under which the pilots will not oppose termination of their pension plan but will receive a \$550 million note convertible """;;;;;;;;;
"2,""Mourinho welcomes return to Barcelona stamping ground"",""Jose Mourinho welcomed Chelsea #39";;;;;;;;;
"2,""Renteria introduced"",""Although he hasn #39";;;;;;;;;
"2,""Ancira I-10 Chrysler Jeep Kia"",""(Sports Network) - The suddenly struggling Los Angeles Clippers attempt to put an end to a three-game skid tonight, when they battle the Minnesota Timberwolves at the Target Center.""";;;;;;;;;
"1,""UK anti-terror law ruled illegal"",""Detaining foreign terrorist suspects without trial breaks human rights laws, the UKs highest court ruled on Thursday. In a blow to the governments anti-terror measures, the House of Lords ruled by an """;;;;;;;;;
"2,""Langer batting, Shoaib bowling"",""AUSTRALIAN openers Matthew Hayden and Justin Langer have made a good start on day three of the first cricket Test against Pakistan at the WACA Ground.""";;;;;;;;;
"1,""Young Chinese spend 1,000 times as much as their parents on weddings (AFP)"",""AFP - Modern Chinese couples spend 1,000 times more than their parents' generation on lavish weddings and other expenses linked to starting a family, state media reported.""";;;;;;;;;
"4,""Yushchenko Poisoned With Pure TCDD (AP)"",""AP - Ukrainian presidential candidate Viktor Yushchenko was poisoned with TCDD, the most harmful known dioxin and one contained in Agent Orange, a scientist who analyzed his blood said Friday.""";;;;;;;;;
"1,""ADB grants 200 million dollars for Philippines health sector (AFP)"",""AFP - The Asian Development Bank (ADB) said it has approved two loans totalling 213 million dollars to improve the health sector in the Philippines.""";;;;;;;;;
"3,""Feds forecast better 2005"",""WASHINGTON - The Bush administration released a new economic forecast for 2005 on Friday in which it boosted growth forecasts slightly from a year ago but cut back sharply on its estimates of new jobs.""";;;;;;;;;
"4,""Cisco To Open R amp";;;;;;;;;
"4,""Questions for NASA"",""THE TWO ASTRONAUTS aboard the international space station have been asked to cut calories because, with the space shuttle out of commission, food supplies are running low.""";;;;;;;;;
"4,""Microsoft Adds Desktop to MSN Toolbar"",""(Article Central) Software giant Microsoft Corp. introduced a beta version of its new MSN Toolbar Suite, with new desktop search functionality that allows users to find almost any type of document, media file """;;;;;;;;;
"4,""Cingular releases Sony Ericsson Z500a"",""Cingular Wireless is now offering the Sony Ericsson Z500a handset. The Z500a is a GSM/GPRS/EDGE clamshell phone, offering high-speed data transfers for MMS, web browsing, and either POP3 or IMAP4 e-mail access.""";;;;;;;;;
"4,""Apple Releases Updated OS X to Fix FireWire, Game Issues"",""Apple Computer Inc. of Cupertino, Calif., this week released an updater for its Mac OS X operating system, bringing it to Version 10.3.7.""";;;;;;;;;
"2,""Langer, Ponting make Pakistan toil"",""Australia led Pakistan by 312 runs with nine second-innings wickets in hand when lunch was taken on the third day of the first test at the WACA in Perth on Saturday.""";;;;;;;;;
"2,""Yanks move closer to landing Unit"",""The Big Unit is still on track to land at Yankee Stadium - eventually. Although there were stumbling blocks yesterday in the complicated multi-team trade """;;;;;;;;;
"2,""CZAR: Giants could have had Big Ben"",""A not so-funny thing will happen Saturday. Giant fans will see Ben Roethlisberger, the quarterback that got away when the Pittsburgh Steelers visit the Meadowlands.""";;;;;;;;;
"2,""NCAA Game Summary - James Madison vs. Montana"",""Chattanooga, TN (Sports Network) - Justin Rascati and Maurice Fenner each ran for two touchdowns to lead the James Madison Dukes over the Montana Grizzlies, 31-21, in the Division I-AA championship game at Finley Stadium.""";;;;;;;;;
"1,""Europe Bloc Says Turks Can Apply";;;;;;;;;
"1,""Israel kills six Palestinians in Gaza raid"",""GAZA CITY: Prime Minister Ariel Sharons optimism for peace in 2005 was immediately dealt a blow by Israelis with the killing of six Palestinians on Friday by Israeli troops during an incursion in Gaza.""";;;;;;;;;
"3,""Pilots' Union at United Makes Pension Deal"",""The union that represents pilots at United Airlines said Friday that it had struck a deal that would allow the airline to terminate the pilots' ailing pension plan.""";;;;;;;;;
"3,"" quot";;;;;;;;;
"4,""Microsoft moves against spyware with Giant acquisition"",""Microsoft has purchased Giant Company Software, a small anti-spyware software company it hopes will shore up its security defenses.""";;;;;;;;;
"2,""Aussies Pile on Runs"",""Australia picked up from where they left off in their first innings by racking up the runs in their second innings to take a 312-run lead into lunch on day three of the first Test in Perth.""";;;;;;;;;
"2,""Manning ready to face Ravens #39";;;;;;;;;
"2,""Gambhir, Dravid hit tons as India score 334 for two (Night Lead):"",""Sports India, Cricket: Chittagong, Dec 17 : Centuries by Rahul Dravid and Gautam Gambhir guided India to a total of 334 for two wickets at the end of the first day of the second and final Test against Bangladesh here Friday.""";;;;;;;;;
"1,""Croatians vote in presidential elections";;;;;;;;;
"2,""NBA Wrap: Heat Tame Bobcats to Extend Winning Streak"","" NEW YORK (Reuters) - Dwyane Wade poured in 26 points and  dished out nine assists as the Miami Heat scorched the  expansion Charlotte Bobcats 113-90 in NBA action on Saturday,  to extend their franchise record win streak to 14 games.""";;;;;;;;;
"1,""Historic Turkey-EU deal welcomed"",""The European Union #39";;;;;;;;;
"1,""US again vows to hunt bin Laden"",""The United States has again vowed to hunt down Osama bin Laden after intelligence analysts all but confirmed the voice on a new audio recording was that of the al-Qaeda terror chief.""";;;;;;;;;
"1,""Arafat #39";;;;;;;;;
"1,""Former soldiers occupuing ex-president #39";;;;;;;;;
"1,""MIND GAMES: Abduction issue"",""Negotiating with North Korea is rarely anything but bumpy. But in recent months, Japan once got close to getting Pyongyang #39";;;;;;;;;
"3,""Pilots #39";;;;;;;;;
"2,""India pile on runs"",""Gautam Gambhir #39";;;;;;;;;
"1,""US painted as fascist torturers in Havana propaganda battle"",""A war of words flared yesterday when Cuban authorities displayed a giant swastika and pictures of abused Iraqi prisoners in front of the US mission in Havana.""";;;;;;;;;
"2,""Grizzlies 89, Nets 84"",""MEMPHIS, Tenn. Jason Williams had a season-high 27 points and six assists to lead the Memphis Grizzlies to an 89-to-84 win over the New Jersey Nets.""";;;;;;;;;
"2,""Free-agent signings bump some Mariners into role revisions"",""The signings of Adrian Beltre and Richie Sexson will have a domino effect on the rest of the Mariners #39";;;;;;;;;
"1,""Hundreds to rally for regiments"",""Campaign group Save The Scottish Regiments organises a march in Edinburgh against Army cuts.""";;;;;;;;;
"3,""Biggest Utility in New Jersey Seen as Target of Acquisition"",""The Exelon Corporation, the owner of utilities in northern Illinois and eastern Pennsylvania, is in talks to acquire P.S.E. G.""";;;;;;;;;
"3,""Lazard I.P.O. Seeks to Raise \$850 Million"",""Lazard, the financial advisory boutique, filed for an initial public offering that is expected to command a valuation of around \$3 billion.""";;;;;;;;;
"3,""Banks Drop Support of Bid for Russian Oil Giant's Unit"",""A consortium of international banks has withdrawn their support for a bid by the state gas monopoly Gazprom to buy one of Yukos's prized assets.""";;;;;;;;;
"3,""White House Predicts Slower Growth in 2005"",""The Bush administration predicted on Friday that economic growth would slow to 3.5 percent from about 4 percent next year but still be strong enough to reduce unemployment slightly.""";;;;;;;;;
"3,""High dosage of Celebrex carries heart attack, stroke risk, Pfizer &lt";;;;;;;;;
"3,""Exelon in talks to buy PSEG for \$12bn"",""Exelon, the US energy group, is in advanced talks to buy the Public Service Enterprise Group (PSEG) for about \$12bn in stock, according to people familiar with the talks.""";;;;;;;;;
"4,""Be careful, that e-card may be a virus"",""IF you were planning to save on postage this year by sending electronic greeting cards, think again. And be careful when opening any you get.""";;;;;;;;;
"4,""Cingular offering the Sony Ericsson Z500a"",""The Sony Ericsson Z500a is packed with features such as 3D gaming, music ringtones, integrated VGA digital camera with zoom with video capabilities for short taking short clips.""";;;;;;;;;
"2,""Stove burns hot in Seattle"",""The Mariners, who as a collective organization said to anyone who would listen that they wouldn #39";;;;;;;;;
"2,""Different routes, same result as teams gird for title game"",""It no longer matters that Montana #39";;;;;;;;;
"2,""Locked-out NHLers defeat Swedish champs"",""Ray Whitney scored for the second straight game and added an assist, helping the World Stars rebound from a lopsided loss and beat Swedish champion HV71 5-1 on Friday.""";;;;;;;;;
"1,""White House welcomes EU-Turkey breakthrough"",""The White House on Friday warmly welcomed a hard-fought deal between the European Union and Turkey that sets the stage for Ankara to start EU entry talks next year.""";;;;;;;;;
"1,""Iraqi gunmen kill foreigners in car and cut head off one of their &lt";;;;;;;;;
"2,""Fenner, Banks give JMU ground control on way to I-AA title"",""In this mountainous area, James Madison #39";;;;;;;;;
"3,""White House Predicts Slower Growth in 2005"",""The Bush administration predicted on Friday that economic growth would slow next year but still be strong enough to reduce unemployment slightly.""";;;;;;;;;
"3,""American Express to cut 2,000 jobs"",""American Express Co said it will cut 2,000 jobs, or 2.5 per cent of its work force, in a restructuring designed to save more than USD 75 million a year before taxes.""";;;;;;;;;
